ingreso_Max_Sum;retiro_Max_Sum;suspension_temporal_Max_Sum;incapacidas_por_trabajo_Max_Sum;vacaciones_Max_Sum;cot_obligatoria_salud_Max_Sum;cot_obligatoria_salud_Max_Count;aporte_cot_obligatoria_pension_Max_Sum;aporte_cot_obligatoria_pension_Max_Count;variacion_transitoria_salario_Max_Sum;variacion_permanente_salario_Max_Sum;licencia_maternidad_Max_Sum;cot_obligatoria_arl_Max_Sum;cot_obligatoria_arl_Max_Count;valor_aportes_ccf_Max_Sum;valor_aportes_ccf_Max_Count;valor_aportes_parafiscales_sena_Max_Sum;valor_aportes_parafiscales_sena_Max_Count;valor_aportes_parafiscales_icbf_Max_Sum;valor_aportes_parafiscales_icbf_Max_Count;Tipologia;Edad_fin;Sexo_fin;YEAR;MONTH;Contribuye_salud_Sum;Contribuye_pension_Sum;Contribuye_arl_Sum;Contribuye_ccf_Sum;Contribuye_sena_Sum;Contribuye_icbf_Sum;Total_relaciones_laborales
196;120;0;0;0;15026900;858;13183000;858;10;5;0;9299700;858;3676200;858;460800;858;1658600;858;"Dep_No_priv";;;2019;10;146;141;802;148;27;30;858
1229;1001;55;18;5;163616700;4107;436900700;4107;440;102;18;90549000;4107;115621600;4107;7171100;4107;11324700;4107;"Dep_sec_priv";;;2019;9;4049;3332;4033;4000;306;329;4107
192;94;0;0;0;14110800;841;12904800;841;13;1;0;8367300;841;3520700;841;403600;841;1514400;841;"Dep_No_priv";;;2019;9;138;135;774;145;24;28;841
31;10;0;2;0;5393100;262;14522100;262;32;0;0;4218500;262;7127000;262;739600;262;5282900;262;"Dep_No_priv";121;"M";2019;9;32;21;235;45;35;41;262
12;33;0;0;0;5749100;92;15081300;92;30;0;31;2594900;92;8734700;92;880700;92;6424400;92;"Dep_No_priv";121;"M";2019;12;28;27;68;50;34;40;92
19768;18314;5192;1071;234;8018551900;160489;27621694600;160489;72234;3404;6071;4864888500;160489;6884490100;160489;215903600;160489;329877900;160489;"Dep_sec_priv";25;"M";2019;9;160074;151685;159198;159284;7892;8127;160489
19295;18834;5411;1073;189;8458737500;164569;29074699200;164569;75638;3063;6768;5144157060;164569;7234804100;164569;233335800;164569;355335800;164569;"Dep_sec_priv";25;"M";2019;11;164145;155542;163388;163530;8079;8284;164569
10266;8446;2749;286;850;3543227200;79506;11621525500;79506;35421;1930;3440;1040344020;79506;2893751000;79506;109386300;79506;166685600;79506;"Dep_sec_priv";22;"F";2019;11;79371;74425;78315;78667;5175;5282;79506
10051;16111;3062;283;871;3630211800;81346;12168390000;81346;39688;1683;7537;1046199100;81346;3071661000;81346;101187400;81346;154830400;81346;"Dep_sec_priv";22;"F";2019;12;81190;76311;80058;80452;4839;4963;81346
8;10;0;0;0;2867100;34;3055400;34;3;0;0;591100;34;0;34;0;34;0;34;"Independiente";121;"F";2019;11;20;18;27;0;0;0;34
18241;16448;4768;959;152;5639349100;130178;19810786900;130178;60118;2589;4523;3548490290;130178;4926970950;130178;125752300;130178;193766200;130178;"Dep_sec_priv";23;"M";2019;10;129755;122962;129281;129277;5791;5999;130178
17956;17013;4998;933;141;5816952100;132321;20484125850;132321;61281;2533;4694;3659735820;132321;5088591000;132321;129156600;132321;198393000;132321;"Dep_sec_priv";23;"M";2019;11;131932;125082;131425;131447;5763;5959;132321
15113;27649;5283;885;144;5830491400;131085;20540188200;131085;63897;2161;11753;3483381500;131085;5158829200;131085;130596400;131085;201922100;131085;"Dep_sec_priv";23;"M";2019;12;130684;124092;130153;130164;5481;5725;131085
2311;11756;47;17;84;1236444800;36187;886163200;36187;2026;112;132;449116500;36187;298201100;36187;51950800;36187;176796000;36187;"Dep_No_priv";23;"F";2019;11;10908;4497;33817;4318;2193;2304;36187
2;0;0;0;0;278400;6;565600;6;0;0;0;98400;6;174900;6;0;6;0;6;"Dep_sec_priv";107;"M";2019;12;6;4;6;6;0;0;6
3;4;3;0;0;6630800;70;3415100;70;9;0;11;1361000;70;3797100;70;468200;70;702300;70;"Dep_sec_priv";91;"M";2019;12;70;15;69;68;8;8;70
601;1068;112;31;7;3279761200;14737;5562260200;14737;7587;140;577;589325500;14737;1612033300;14737;362430100;14737;1158100300;14737;"Dep_No_priv";36;"M";2019;11;10217;10049;10356;11459;8362;9610;14737
9343;20762;3613;846;172;15348159100;138857;38643316000;138857;64128;1539;20257;6727213863;138857;9756495800;138857;1296624800;138857;1952977400;138857;"Dep_sec_priv";36;"M";2019;12;138451;130072;137202;137473;13045;13282;138857
1;4;0;0;0;93014300;704;137000;704;2;0;0;620000;704;516700;704;0;704;0;704;"Independiente";91;"M";2019;12;703;2;28;8;0;0;704
1;4;0;0;0;92896900;719;265000;719;2;2;0;570500;719;502000;719;0;719;0;719;"Independiente";91;"M";2019;9;719;2;27;7;0;0;719
2;7;0;0;0;91869400;716;137000;716;2;1;0;767400;716;502000;716;0;716;0;716;"Independiente";91;"M";2019;10;713;2;31;7;0;0;716
2;2;0;0;0;91965500;705;137000;705;5;2;0;639800;705;502000;705;0;705;0;705;"Independiente";91;"M";2019;11;704;2;29;7;0;0;705
3;8;2;1;0;15844400;95;7111200;95;11;2;10;1548300;95;7009200;95;1494300;95;2310300;95;"Dep_sec_priv";89;"M";2019;12;94;25;88;91;16;18;95
7;8;2;1;1;16673800;106;7880800;106;7;1;1;1948600;106;8092600;106;1522100;106;2352000;106;"Dep_sec_priv";89;"M";2019;9;105;29;99;102;15;17;106
7;3;2;1;0;15705200;96;7352900;96;9;1;1;1649300;96;7044300;96;1499900;96;2318600;96;"Dep_sec_priv";89;"M";2019;11;95;26;91;93;16;18;96
6;8;3;2;0;17012000;110;13645700;110;18;6;4;2002500;110;9078700;110;1429500;110;2213100;110;"Dep_sec_priv";89;"M";2019;10;109;37;105;107;17;19;110
0;1;0;0;0;7409900;61;0;61;0;0;0;81800;61;0;61;0;61;0;61;"Independiente";99;"M";2019;10;60;0;5;0;0;0;61
0;0;0;0;0;7430100;62;0;62;0;0;0;95600;62;0;62;0;62;0;62;"Independiente";99;"M";2019;9;61;0;5;0;0;0;62
0;1;0;0;0;7048300;57;0;57;0;0;0;74900;57;0;57;0;57;0;57;"Independiente";99;"M";2019;12;57;0;4;0;0;0;57
1;1;0;0;0;7371000;59;0;59;0;0;0;91000;59;0;59;0;59;0;59;"Independiente";99;"M";2019;11;59;0;4;0;0;0;59
459;396;72;97;2;3277404200;12678;5530015200;12678;7216;148;435;620321200;12678;1518345500;12678;352372800;12678;1140158900;12678;"Dep_No_priv";47;"M";2019;9;8947;8981;8630;10556;8280;9459;12678
458;448;69;29;4;3259624900;12868;5490848900;12868;7304;132;562;605778000;12868;1514468700;12868;344416400;12868;1130464400;12868;"Dep_No_priv";47;"M";2019;10;8988;9013;8703;10738;8472;9651;12868
6;6;0;0;0;144112100;1120;1649900;1120;3;2;0;844800;1120;229300;1120;0;1120;0;1120;"Independiente";88;"M";2019;9;1118;12;45;14;0;0;1120
12;10;0;0;0;150131500;1106;1389300;1106;2;3;0;809300;1106;212700;1106;0;1106;0;1106;"Independiente";88;"M";2019;11;1104;11;46;13;0;0;1106
5;4;0;0;0;146909100;1110;1384900;1110;6;3;0;841100;1110;212700;1110;0;1110;0;1110;"Independiente";88;"M";2019;10;1108;10;46;13;0;0;1110
7;6;2;0;0;8080000;78;6053500;78;10;3;0;1556000;78;4601600;78;703600;78;1055300;78;"Dep_sec_priv";91;"M";2019;10;78;23;77;77;9;9;78
6776;4719;1472;138;211;1542721800;38875;5069897000;38875;17283;970;977;444324500;38875;1263277100;38875;43217600;38875;66497300;38875;"Dep_sec_priv";20;"F";2019;9;38783;36010;38403;38491;2205;2267;38875
7165;5416;1640;165;228;1649396400;41622;5446862100;41622;19032;994;1059;477086200;41622;1356087700;41622;45335100;41622;69636000;41622;"Dep_sec_priv";20;"F";2019;10;41518;38634;41128;41245;2357;2425;41622
8652;5701;1697;175;237;1762744300;45152;5871233200;45152;21016;1451;1330;510461400;45152;1461984000;45152;46781000;45152;71771100;45152;"Dep_sec_priv";20;"F";2019;11;45056;42037;44669;44793;2368;2436;45152
