ingreso_Max_Sum;retiro_Max_Sum;suspension_temporal_Max_Sum;incapacidas_por_trabajo_Max_Sum;vacaciones_Max_Sum;cot_obligatoria_salud_Max_Sum;cot_obligatoria_salud_Max_Count;aporte_cot_obligatoria_pension_Max_Sum;aporte_cot_obligatoria_pension_Max_Count;variacion_transitoria_salario_Max_Sum;variacion_permanente_salario_Max_Sum;licencia_maternidad_Max_Sum;cot_obligatoria_arl_Max_Sum;cot_obligatoria_arl_Max_Count;valor_aportes_ccf_Max_Sum;valor_aportes_ccf_Max_Count;valor_aportes_parafiscales_sena_Max_Sum;valor_aportes_parafiscales_sena_Max_Count;valor_aportes_parafiscales_icbf_Max_Sum;valor_aportes_parafiscales_icbf_Max_Count;Tipologia;Edad_fin;Sexo_fin;YEAR;MONTH;Contribuye_salud_Sum;Contribuye_pension_Sum;Contribuye_arl_Sum;Contribuye_ccf_Sum;Contribuye_sena_Sum;Contribuye_icbf_Sum;Total_relaciones_laborales
3529;2533;218;35;47;602292500;10940;1416569100;10940;1538;213;35;274768600;10940;402682300;10940;45608500;10940;69610300;10940;"Dep_sec_priv";;;2021;2;10602;8621;10827;10550;787;840;10940
3414;2575;216;43;79;596130400;11224;1428904600;11224;1616;199;10;273318300;11224;400943800;11224;42002500;11224;64235000;11224;"Dep_sec_priv";;;2021;3;10889;8788;11111;10863;790;839;11224
3624;2291;258;25;273;586415700;10354;1350075100;10354;1544;1681;9;250079100;10354;385351300;10354;47623900;10354;72437500;10354;"Dep_sec_priv";;;2021;1;10079;8255;10250;10032;699;748;10354
15;9;4;0;12;21933000;96;14986300;96;10;16;0;2548300;96;9139900;96;2754400;96;4131400;96;"Dep_sec_priv";91;"M";2021;1;94;34;91;93;19;19;96
4;0;0;0;0;2321100;11;4517200;11;3;4;0;784500;11;1166200;11;246200;11;369200;11;"Dep_sec_priv";114;"M";2021;1;11;9;11;11;2;2;11
538;547;0;1;0;115633700;1919;93669600;1919;16;9;0;50212900;1919;833100;1919;0;1919;0;1919;"Independiente";;;2021;2;1010;641;1479;68;0;0;1919
614;646;0;1;0;137492800;2250;112757500;2250;12;9;0;53565300;2250;644000;2250;0;2250;0;2250;"Independiente";;;2021;4;1211;764;1691;64;0;0;2250
3;2;0;0;0;2269100;12;3881700;12;2;0;0;193400;12;994100;12;281900;12;422800;12;"Dep_sec_priv";116;"M";2021;2;12;10;12;12;3;3;12
3;2;0;0;1;2821900;15;5042700;15;3;1;0;839500;15;1561300;15;278200;15;417300;15;"Dep_sec_priv";105;"M";2021;3;15;12;15;15;1;1;15
9688;9623;3258;940;5657;15227053100;127166;38600647200;127166;50939;4072;82;6842181600;127166;9684115300;127166;1275039800;127166;1922453800;127166;"Dep_sec_priv";41;"M";2021;4;126591;116834;125278;125771;11363;11534;127166
3;1;1;0;0;2127200;10;3875700;10;4;0;0;226700;10;1007700;10;252300;10;378400;10;"Dep_sec_priv";117;"M";2021;4;9;7;9;10;3;3;10
